memory_point,kind,likes,reason,author,created_at,text,url
星河宇宙与引力文案,post,2016,粉丝点评/关系记忆表达明确,Oo熊本熊是战斗熊oO,01月28日 21:46,云熠星河超话 #云熠星河# 云熠之间的相互尊重，相互成就这么多妙不可言，整场直播，云熠的相处模式简直可以写成情侣相处手册，每一次游戏，每一次发言，每一次需要两人合作的环节，布布都会询问普普，这样可以吗？我先来可以吗？我们一人一分钟可以吗？你这样可以吗？把尊重与宠爱体现的淋漓尽致，普普更是温柔的定海神针～氛围太奇妙，适当的撒娇：该我赢一回了吧？应该的～显眼包是快乐的小王子。天呐，这个情绪价值我要有普普一般温柔就好了，普普让人心情平静。 两个人一看就是那种很有涵养，肚子里有墨水，又知道感恩，又很珍惜对方的人我甜蜜的大,https://m.weibo.cn/detail/5260179547620604
不拆承诺与1.4定海神针,post,2011,粉丝点评/关系记忆表达明确,小星河失眠记,02月05日 22:40,云熠星河超话云熠99不拆,https://m.weibo.cn/detail/5263092151749268
小星河与引力场守护,post,2005,粉丝点评/关系记忆表达明确,北极点的极夜,02月04日 22:59,云熠星河超话 直播高亮part：1. 『我们』的出场率超级高，一起吃了好吃的川菜，又cue云熠直播，压根没有拆的意思好吧！2. 招牌动作又出现了，合理怀疑是两个人的暗号，嘉辉之前也做了很多次这个动作～3. 又cue dddd4. 一把伞可以保护很多小星星，停顿之后说dddd！我真的爆哭了，云熠把自己比作伞，在保护小星河！5. 度假画了海滩，云熠的海岛度假真的很难忘吧6. 再度cue必须胆子大，不然没办法护住身后的千军万马(小星河)#云熠星河# 普普真的好真诚，也尽力向我们传达了，相信云熠，一起走，绝不掉队！,https://m.weibo.cn/detail/5262734557975842
同框默契与并肩感,post,1965,粉丝点评/关系记忆表达明确,是苏诗情啊,03月04日 21:16,#郝熠然#🌌#熠期一会# 流云遇星火，旗熠照星河。云旗热烈赤诚，郝熠然温柔笃定，一动一静，一勇一稳，彼此互补，彼此照亮。他们用真诚打破套路，用陪伴书写长久，同框即是名场面，对视便有万种情。这世间最好的关系，是并肩而立，互为光芒。 ​,https://m.weibo.cn/detail/5272855449436968
演唱会奔赴与巡演回忆,post,1959,粉丝点评/关系记忆表达明确,-葡萄冰美式-,02月08日 22:28,今天晚上云熠的直播，实不相瞒，我真的很怕他俩在我手机里直接亲上！！！洗狗那里，云旗真的眼里有活儿，跑前跑后的。两个人蹲在一起，一边洗狗一边说些无聊但有趣的话，全程粉红泡泡啊～谁曾想呢，30多万的人看直播洗狗～而且好几个ppf也在看直播，大家有发现吗？后面嘉辉拿花洒逗普普，有点“没大没小”，他真不觉得普普比他大，是他前辈的那种。反而觉得普普是可以逗逗的，有人能懂这里嘛！！！后面两个人靠坐在一起，普普一会儿摸一下嘉辉的小苹果揪揪，一会儿膝盖碰一下膝盖。云旗弄完头发直接一把给郝熠然搂过去的时候，我真的一下子尖叫出声！！有,https://m.weibo.cn/detail/5264176320610332
直播互动与口头名场面,post,1949,粉丝点评/关系记忆表达明确,呱呱呱的艳阳天,01月15日 00:48,云熠星河超话 非常触动我的两个点。1.第一个环球影城视频的时候，8月杀青，11月去的环球。已经从樊霄变成了嘉辉，但是，在这里，他偷偷看他哥，然后视线马上转了回来。他心里有鬼！会偷看而且慌乱，更怕视线接触。他也在想吧，现在的感情是樊霄还是云旗。2.最新的一次直播，其实大家都有发过，他在偷偷一路下滑摸最后牵着他哥的手。侧身和他哥轻声说了，手给我。然后转向我们！吞口水！！这已经是偷偷不想藏了。（我脑补的是普普虽然知道嫂子是假的，但是他还是暗搓搓吃醋了，直播到这里一直情绪不高，但是嘉辉这个安抚牵手后，氛围就不一样了。）大,https://m.weibo.cn/detail/5255152005022554
星河宇宙与引力文案,post,1941,粉丝点评/关系记忆表达明确,-葡萄冰美式-,01月20日 09:44,我觉得小高最难能可贵的一点是，他真的非常维护普普。就内娱这个环境，就算是真夫妻都未必会因为粉圈站出来说话，但是这个小高做到了。他直接让梦女毒唯闭嘴，让那些对普普恶意中伤的人别来沾边。可能会说，很多时候辟谣是他为自己做的，但是别忘了，他跟普普现在是一起的。小高爆🧹只会让普普的处境更加的难堪。所以他才会立刻将谣言挨个击破！这个小高虽然年纪轻轻，但是真的非常抗事！对外什么事都做了，对内又花心思逗普普开心。他之前是冷脸艺考老师，没有人能凑近他，但在普普面前，是快乐小狗。只能说，对待真心喜欢的人，是甘愿露出内里的柔软的！#云,https://m.weibo.cn/detail/5257098784411396
角色作品入坑与真诚努力,post,1937,粉丝点评/关系记忆表达明确,我家家产超帅,01月24日 15:07,云熠星河超话 🌌#云旗郝熠然#云旗在台上主持人让他猜不猜词意，他没有直接回答，而是问大家，猜不猜！台下全部都在喊不拆，那瞬间他笑得真的很开心下场的时候听到大家叫他，知道大家为了他而来他慢慢的走，只想多陪陪大家，真的很真诚的照顾着四面八方的粉丝怕上面的粉丝拍不到还会努力向上跳，争取让粉丝满意，其实他穿的西装特别的紧，在台上比小狗耳朵的时候都不好抬起来了，可是他还是会优先照顾粉丝的感受我的文字可能表达的不够好，但是我想说我们那么热烈的喜欢真的就要这样真诚的人才配拥有！永远为我的家产骄傲家产，我们熠旗走花路吧@云旗Yu,https://m.weibo.cn/detail/5258629479140223
直播互动与口头名场面,post,1928,粉丝点评/关系记忆表达明确,茜茜qq琑Haoyun7,04月23日 10:03,云熠星河超话 🌌#云熠星河# 两个名场面放一起，又锤坑里了，云旗说心眼太多，朝郝老师看了一眼，再问心眼多吗？其实问的不是樊霄心眼多吗，是问的郝老师云旗心眼多吗？郝老师说当然多，要聪明一点啊（云旗明白了）郝老师问为什么不扎小辫子，云旗说下次（他知道郝老师喜欢了）后来真的扎了小瓣子。云旗你个恋爱脑@云旗Yunqi @郝熠然 L茜茜qq琑Haoyun7的微博视频,https://m.weibo.cn/detail/5290805696659718
双向奔赴与爱意传递,post,1914,粉丝点评/关系记忆表达明确,-爱你是星星眼-,01月23日 22:56,云熠星河超话 小星河们，大家等28号卡姿兰双人sw直播的时候请一定弹幕不要发让两小只害羞的内容呀～可以只是一句简单的辛苦了也可以夸夸他们帅【家产们很喜欢我们夸他们好看或者就埋头给他们冲销量就好正式sw，拿出我们满满的爱意和正能量去鼎力相助他们@郝熠然 @云旗Yunqi 同理：云旗24号花间颂sw也是哦！#云熠星河#,https://m.weibo.cn/detail/5258385256874380
不拆承诺与1.4定海神针,post,1912,粉丝点评/关系记忆表达明确,云熠星河-清欢,04月28日 19:36,收藏来自云旗的手写信。其实我一开始是郝熠然唯粉，所以对云旗的感觉就属于爱屋及乌。可是后来，被云旗的勇敢真诚、深情眼、低音炮嗓音、卧推100kg的实力所吸引，彻底变成了云熠CP粉。从年初认识云熠这一路走来，我见证了“不拆要名分1.0震撼名场面”和“震撼升级版不拆2.0名场面”，见证了他们的成长、点滴进步。我知道我出不了坑了，那就在坑底好好待着，陪着郝熠然云旗一直熠旗走！演员云旗超话#云熠星河# 云熠星河超话,https://m.weibo.cn/detail/5292761635102303
小星河与引力场守护,post,1875,粉丝点评/关系记忆表达明确,x久居我梦,01月22日 20:22,纵前路各有风景，愿你们脚下皆虹桥，头顶皆星辰，小星河永远在场，陪你们共赴万丈荣光❤️@郝熠然 @云旗Yunqi #云熠星河 共赴荣光# #郝熠然云旗 星途璀璨# #云熠同行 岁岁长安#云熠星河超话 演员云旗超话 郝熠然超话 感谢@旗熠引力丨0811x0912 美女姐姐拍的怪好看的照片❤️,https://m.weibo.cn/detail/5257983936430850
不拆承诺与1.4定海神针,post,1863,粉丝点评/关系记忆表达明确,小星河-云熠99,02月10日 22:43,事已至此，云熠99,https://m.weibo.cn/detail/5264904917358005
不拆承诺与1.4定海神针,post,1797,粉丝点评/关系记忆表达明确,簪星棽,01月05日 04:53,云熠星河超话 所有人都在说布布很男人，用情深，但我想说普普用情也很深，布布是初生牛犊不怕虎，敢冲敢干，但普普在娱乐圈也混迹了那么多年，他知道所有的利害关系，做任何事都能游刃有余的处理，但这次他明知道……还给出了确切的答案，背后背负的心理压力很重，在放任自己用感性压倒理性，就能看出来他的情感付出其实不比布布少，既然你们这么说了，我就敢磕，云熠99#云熠小世界#,https://m.weibo.cn/detail/5251589712904370
角色作品入坑与真诚努力,post,1780,粉丝点评/关系记忆表达明确,云熠同心,01月03日 22:56,“#云熠星河# 🌌#云旗郝熠然52收官# 游书朗与樊霄的故事已经完结，但是云旗和郝熠然的故事仍在继续，星河不散，永不独行，明晚八点不见不散哦@云旗Yunqi @郝熠然 ”,https://m.weibo.cn/detail/5251137339132823
演唱会奔赴与巡演回忆,post,1741,粉丝点评/关系记忆表达明确,傻瓜吧小舔狗,02月01日 22:53,云熠星河超话🌌🌌你们在舞台，小星河在人海✨。@云旗Yunqi @郝熠然 你们是小星河日思夜想的人💕，更是小星河义无反顾的勇气🥰，趁现在，就见面。🌌🌌,https://m.weibo.cn/detail/5261645942100240
双向奔赴与爱意传递,post,1741,粉丝点评/关系记忆表达明确,Galaxy丨云熠游霄,02月05日 09:13,云熠星河超话 🌌#云熠星河# 260204｜美康粉黛直播下班由暗转明 由模糊变清晰这一段变化好比我们的心励路程这一刻 你不再是遥不可及的星星而是一个有血有肉 会疼会累的人一句“世道那么艰难 如果胆子不大点 怎么能护着身后的千军万马”我们知道这时的你 选择先把脆弱藏起来自己还在风雨中 却先为我们撑起一把伞 好再 这一次你不在独行 而是有我们一起同行我们的爱和信任并没有错付你也看见了我们的心意 并用自己的方式在回应你想保护我们 我们也想保护你这种互相保护的关系 才能让我们彼此更加珍惜携手并进不再是一句口号 而是实实在,https://m.weibo.cn/detail/5262889074298065
星河宇宙与引力文案,post,1717,粉丝点评/关系记忆表达明确,是辰宝呢,02月01日 22:44,云熠星河超话 山海皆可平，未来皆可期，云熠99,https://m.weibo.cn/detail/5261643711777572
星河宇宙与引力文案,post,1676,粉丝点评/关系记忆表达明确,yxh_cat幸福,02月09日 07:49,可爱云熠星河超话#云熠星河# //@云熠星星:世界或许不够完美，但你的温暖足以让它变得更可爱。//@小星河1994:云熠星河超话 🌌 #云熠星河# 云熠99，云熠同频，星河共鸣 @云旗Yunqi @郝熠然,https://m.weibo.cn/detail/5264317614130328
不拆承诺与1.4定海神针,post,1633,粉丝点评/关系记忆表达明确,唯青月,01月23日 22:38,云熠星河超话云熠99，其他人别来沾边好吗，这是云熠超话，也请小星河们只聊自家，别带别家，好吗，感恩！,https://m.weibo.cn/detail/5258380579179318
旗熠青海与应援色,post,1627,粉丝点评/关系记忆表达明确,-葡萄冰美式-,03月20日 22:42,以后不管是单人活动还是双人活动，应援就是旗熠青！！！手幅灯牌大家都带着，现场随机应变好么！！！这次吃的亏我们记着，以后不能再犯！！ ​,https://m.weibo.cn/detail/5278675516790654
角色作品入坑与真诚努力,post,1613,粉丝点评/关系记忆表达明确,十小世,01月08日 19:52,又二刷了一遍，先心疼游主任，后又心疼樊小狗。我觉得云旗的古装造型很适合北堂傲，一个是云旗的长相真的是我的菜，而且他眉眼间的锋利天然带着那种冷峻。再一个我上条微博也说了，樊霄的性格底色和北堂傲很像，所以会带有那种联想。但是奇怪，我从没带入过普普演言非离。可能是游书朗已经很虐了，言非离比游书朗还惨，实在不忍心当然这不说明我在其他文里不会让某人生云熠星河超话,https://m.weibo.cn/detail/5252903142688272
