memory_point,kind,likes,reason,author,text,url
白日提灯贺思慕/女鬼鬼王记忆,post,7062,粉丝点评/记忆表达明确,琪乐说育儿,#白日提灯热度#救命！《白日提灯》这开播热度谁看了不喊离谱？！开播前我还跟老婆拍着胸脯赌，说这剧首播热度能稳破20000我就承包她一整月奶茶，结果现实直接给我脸都打肿了！开播没几个小时，热度直接从20000一路猛冲飙到22000，那涨幅跟坐了窜天猴似的，我现在已经开始默默算这个月奶茶要超支多少了。 说真的，本来我还抱着“流量古偶也就那样”的挑剔心态点开，结果好家伙，直接垂直入坑焊死在坑底！开播前还有人唱衰，说迪丽热巴跟陈飞宇的组合怕不贴,https://m.weibo.cn/detail/5281505595364034
任安乐/帝梓元角色记忆,comment,7047,粉丝点评/记忆表达明确,迪崽小可耐,任安乐我是你的压寨夫人 520快乐@Dear-迪丽热巴 电视剧安乐传,https://m.weibo.cn/detail/4771132949135863
嘻嘻迪/表情包/可爱梗,post,6919,粉丝点评/记忆表达明确,箐南,#迪丽热巴表情富商#哦莫，迪丽热巴完全就是表情富商呀，随便一帧就是一个可爱表情，让人爱的不要不要的。震惊的巴巴、惊吓巴巴、皱眉巴巴、疑惑巴巴等等，每一个都像一个糯叽叽的小兔子，让人忍不住的想偷偷抱回家，好好好～我的表情包库又更新啦！大家不要放过这么软糯可爱的热巴呀！一秒提供表情却不自知呢！#作品二创#,https://m.weibo.cn/detail/5165431258874732
花少/你好星期六等综艺片刻,post,6883,粉丝点评/记忆表达明确,5G冲浪君,金晨不来了，换成迪丽热巴。《现在就出发》第四季常驻阵容基本没变，就这一个关键调整。节目组没多说，只说是“档期原因”。老粉有点失落，毕竟金晨那股劲儿挺对味。但热巴的加入，确实带来了新悬念。她能不能接住这种户外综艺的节奏？和沈腾他们能擦出什么新火花？看个综艺而已，别太真情实感。人换了，节目好看就行,https://m.weibo.cn/detail/5271810753170040
嘻嘻迪/表情包/可爱梗,post,6780,粉丝点评/记忆表达明确,螺蛳粉炸蛋剧好吃,#迪丽热巴 wink完你的wink你的# 0可以抵挡迪丽热巴的wink，可给我们姐姐忙坏了哈哈哈 #枭起青壤微博追剧团# 现场，热巴也是主打一个宠粉，对着四面八方都来了一边wink。可以看出来热巴很忙了～wink完你的wink你的。我们热巴剧里是飒爽英姿的大姐姐，剧外一直都是非常可爱的甜妹啊！和聂九罗这个反 ...全文,https://m.weibo.cn/detail/5236891043759288
嘻嘻迪/表情包/可爱梗,post,6604,粉丝点评/记忆表达明确,李lang涛,#迪丽热巴对老年生活有什么执念吗# 笑死！别人看节目记人名，热巴看节目记“老年名梗”！每一句锐评都能让人笑出腹肌。,https://m.weibo.cn/detail/5164124892562315
乔晶晶与《你是我的荣耀》入坑记忆,post,6562,粉丝点评/记忆表达明确,Vancy-D,2021年的暑假遇见乔晶晶…遇见迪丽热巴！这三年稳步输出作品的同龄人迪丽热巴～你真的很棒！你默默鼓励着我…让我有勇气坚持着然后实现自己的梦想～今年考研上岸～～全是你带我走过来！耳机听着你的声音做题就很幸福～～好喜欢真诚的可爱的热巴！追星很快乐～喜欢热巴很快乐！,https://m.weibo.cn/detail/4938024007237973
白日提灯贺思慕/女鬼鬼王记忆,post,6463,粉丝点评/记忆表达明确,开眼看试卷,白日提灯目前观后感来了《白日提灯》夯爆了🔥剧方片头特别美可以截图当背景，特效太绚丽了好牛🐮迪丽热巴出场鬼王那味就立住了，贺小小特别戏精超级可爱演技灵灵哒！巴儿在里面名场面巨多剧情也很逗的好好看！白日提灯每一帧都是壁纸，质感超好配乐也不错很宏伟，我要爱上了啊啊啊啊啊#白日提灯播出反馈#,https://m.weibo.cn/detail/5281423494742938
枭起青壤/聂九罗表演突破,post,6370,粉丝点评/记忆表达明确,是胖小迪啊,燃起来了🔥9位爱丽丝合唱《天生火》！ 《枭起青壤》收官快乐呀 参与接龙：@蹦_吧啦 @小lee爱迪迪崽 @chrisUforever @天是红河岸zy @起司嘎嘎鹅 @她是我的光啊 @萌系小饼干 @47追的是光啊 @是胖小迪啊 #迪丽热巴枭起青壤# 💞#迪丽热巴聂九罗# 是胖小迪啊的微博视频,https://m.weibo.cn/detail/5246379434974016
枭起青壤/聂九罗表演突破,post,6335,粉丝点评/记忆表达明确,写手,#迪丽热巴 美人嗔怒# 我愿意追随这个神颜迪丽热巴一辈子🙇♀️枭起青壤里饰演的聂九罗简直是教科书级别的美人嗔怒！ 眼角微挑时的不屑，嘴角轻抿时的倔强，每个微表情都像在说“别惹我”。明明带着怒气却依然美得惊心动魄，这种又飒又带感的反差谁能顶得住啊#枭起青壤#,https://m.weibo.cn/detail/5236587031695669
任安乐/帝梓元角色记忆,comment,6308,粉丝点评/记忆表达明确,tansolar,电视剧安乐传 和既可在疆场展翅；亦可在朝堂翱翔的任安乐一起过520咯！期待与我们智勇双全的任安乐早日相见@Dear-迪丽热巴！,https://m.weibo.cn/detail/4771132949135863
李长歌与《长歌行》角色记忆,post,6065,粉丝点评/记忆表达明确,这里是Aurora,关山万里路梦回长歌行#长歌行# #虽然不能同时拥有一切# 迪丽热巴超话,https://m.weibo.cn/detail/5290214174229930
任安乐/帝梓元角色记忆,comment,6003,粉丝点评/记忆表达明确,玫瑰修勾国王子,电视剧安乐传 看尽天下风华 仍是当年月下。一夜半白头，不过二十韶华。且看任安乐@Dear-迪丽热巴 如何一展芳华。,https://m.weibo.cn/detail/4771132949135863
红毯神图与高定封神造型,post,5959,粉丝点评/记忆表达明确,Chrison克里森,热巴亮相Dior南京活动，一袭蓝裙子，简直是雨中撑伞的美神啊~ #热巴雨中撑伞神图# #迪丽热巴迪奥南京活动人气# #Dior南京活动# #DiorCigale# 南京·德基广场 Chrison克里森的微博视频,https://m.weibo.cn/detail/5292677534583860
嘻嘻迪/表情包/可爱梗,post,5908,粉丝点评/记忆表达明确,Eternal孤音,哈哈哈哈笨蛋宝贝好可爱啊//@辛能能RR:可爱程度可以上升李长歌#迪丽热巴李长歌#,https://m.weibo.cn/detail/4620945682338543
任安乐/帝梓元角色记忆,post,5828,粉丝点评/记忆表达明确,星姐微博,#迪丽热巴粉丝相约20240729# 一生热爱步履不停，双向奔赴一直都在！ 《安乐传》正在热播，是洒脱肆意的任安乐也是运筹帷幄的帝梓元 #迪丽热巴粉丝相约20230729# #星姐微博#,https://m.weibo.cn/detail/4928628352096524
白日提灯贺思慕/女鬼鬼王记忆,post,5781,粉丝点评/记忆表达明确,Aphrodite·迪丽热巴,2026.4.1 《白日提灯》追剧团 姐姐，好久不见@Dear-迪丽热巴 📷𝙗𝙮 𝘼𝙥𝙝𝙧𝙤𝙙𝙞𝙩𝙚 #迪丽热巴贺思慕##迪丽热巴这真是妈咪级别的#,https://m.weibo.cn/detail/5282954917973126
乔晶晶与《你是我的荣耀》入坑记忆,post,5774,粉丝点评/记忆表达明确,晚男说,#迪丽热巴 观众缘# 作为浓颜系美人，她的明艳大气极具辨识度，却因笑容甜美、举止真诚而毫无距离感。无论是《克拉恋人》中娇俏可爱的高雯，还是《你是我的荣耀》中温柔坚韧的乔晶晶，她总能以细腻演技赋予角色鲜活生命力。 戏外的她低调谦和，综艺中自然不做作的表现更圈粉无数，这种“颜值与性格反 ...全文,https://m.weibo.cn/detail/5235827001265805
白日提灯贺思慕/女鬼鬼王记忆,post,5672,粉丝点评/记忆表达明确,呼噜小芭,一次营业可以露出： 玫瑰，暗示利剑玫瑰 白骨，暗示慕胥辞鬼王大人 白骨玫瑰摆件，暗示小众怪诞枭起青壤 卡点0603，暗示dlrbwaals 一次营业媚了三部剧剧粉和爱丽丝，由此可得，迪丽热巴媚粉天才,https://m.weibo.cn/detail/5168445815521519
红毯神图与高定封神造型,post,5644,粉丝点评/记忆表达明确,HauteCouture_Style,2025 年度高级定制总结 —— 迪丽热巴年内 14 套高级定制一览 ，一同回顾热巴 2025 年亮眼又美丽的高定答卷 ～ 唯一一场红毯亮相便贡献了去年最出圈也最有态度的造型 ，这身 Robert Wun 有多厉害已经说腻了 ，国内有席卷热搜的火爆声量 、国外更获 RCFA 年度十佳造型唯一入选亚洲面孔的权威认可 ，姐只要玩起来了 ，红毯哪还有别人的份 同时 Dior 奉上含金量十足的 Custom Look 加持 JWA 女装首秀亮相,https://m.weibo.cn/detail/5260123314061661
生日生贺与小小迪陪伴记忆,post,5521,粉丝点评/记忆表达明确,呱紫,❤️ 迪丽热巴 33岁生日快乐啊~ ❤️ @Dear-迪丽热巴 新的一年也要继续发光发热，追逐自己梦想的同时也要注意身体 （感谢参与制作的28位爱丽丝，喜欢ta们的可以在结尾找到ta是谁哦~） 最后：请夸，多夸，爱看 (*´I`*) 迪丽热巴#迪丽热巴0603生日快乐# 呱紫的微博视频,https://m.weibo.cn/detail/5171265270974915
嘻嘻迪/表情包/可爱梗,post,5385,粉丝点评/记忆表达明确,坡上有瓜,迪丽热巴《白日提灯》我周围火到什么程度…工作小组10个人的群8个人在追；集团靠三个百个人的管理岗位群发预告；🫘、朋友⭕️、🍠等都有不同台词梗出现；小区群里有人在发迪丽热巴邪恶砂糖橘表情包；啥也不说了，我只想看加更，根本不够看。。。 ​,https://m.weibo.cn/detail/5282301405826590
白凤九与三生三世情怀,post,5112,粉丝点评/记忆表达明确,巴颗m豆,我愿称🧚‍♀️迪丽热巴古装🧚被这个市场偏爱古装剧【3部年冠，2部登财报，1部海外华语剧影视剧单集最贵，2部角色提名海外视后奖项】✔️2021《长歌行》海外华语影视剧单集销售额/总销售额TOP1️⃣，为中国文化输出做出一定贡献。🏆李长歌入围首尔国际电视节视后🏆长歌行提名首尔国际电视节优秀电视剧🏆长歌行入围中美电视节金天使奖✔️2020《三生三世枕上书》全网播放量年冠、腾讯独播（播放量/集均播放量）双年冠，腾讯会员转化价值年冠，总计4个年冠,https://m.weibo.cn/detail/4687261003941888
白凤九与三生三世情怀,post,5112,粉丝点评/记忆表达明确,rua一口可爱宝贝,我愿称🧚‍♀️迪丽热巴古装🧚被这个市场偏爱古装剧【3部年冠，2部登财报，1部海外华语剧影视剧单集最贵，2部角色提名海外视后奖项】✔️2021《长歌行》海外华语影视剧单集销售额/总销售额TOP1️⃣，为中国文化输出做出一定贡献。🏆李长歌入围首尔国际电视节视后🏆长歌行提名首尔国际电视节优秀电视剧🏆长歌行入围中美电视节金天使奖✔️2020《三生三世枕上书》全网播放量年冠、腾讯独播（播放量/集均播放量）双年冠，腾讯会员转化价值年冠，总计4个年冠,https://m.weibo.cn/detail/4687259934396140
乔晶晶与《你是我的荣耀》入坑记忆,post,5078,粉丝点评/记忆表达明确,Dear-顾芯梦,迪丽热巴，俺永远的神//@Dear迪丽热巴网宣组:迪丽热巴超话 #迪丽热巴乔晶晶# 把民族服饰穿出灵魂一举一动妩媚动人@Dear-迪丽热巴 #迪丽热巴李长歌#,https://m.weibo.cn/detail/4588330350554954
白日提灯贺思慕/女鬼鬼王记忆,post,5020,粉丝点评/记忆表达明确,老特拉福德的糖猫儿,#迪丽热巴生离死别哭戏#迪丽热巴抱着段胥死去的尸体的哭戏，真的震撼到我了，那种绝望的感觉，让屏幕前的我也跟着她哭的稀里哗啦。 好的演员真的能让人共情。 #白日提灯##迪丽热巴贺思慕#,https://m.weibo.cn/detail/5288421228806636
爱丽丝与热巴的双向奔赴,post,4844,粉丝点评/记忆表达明确,Dear-迪丽热巴专属投投,迪丽热巴 【微博之夜抢票情况说明】 1、由于热巴的行程确认较晚，前期有23张门票已完成实名信息上报，故这部分门票将作废处理。在热巴可能出席活动的前提下，抢票是为了更好的应援，在此也请大家不必遗憾。 2、前期分到门票的爱丽丝，不建议各位前往参与活动。如要前往参加，则本年度不得再 ...全文,https://m.weibo.cn/detail/5261611199891704
演员成长与角色群像评价,post,4822,粉丝点评/记忆表达明确,迪迪卫研究所,to 迪迪坨： 爱意随风起，一路上走走停停不知不觉我们也有了许多曾经，当初古灵精怪的小女孩经过各种角色的沉淀，现在的你更加从容自信也更加迷人，愿你一直做那个热爱表演的小姑娘，就像你说的那样将经历的都放在心里，永远用清澈的眼神看世界 从十年前的阿娜尔罕到现在的纪云禾，演员迪丽热巴一步 ...全文,https://m.weibo.cn/detail/4776062956079829
演员成长与角色群像评价,post,4809,粉丝点评/记忆表达明确,Dear热_婉儿,太多因为迪丽热巴的演技入坑的新粉了，迪丽热巴的观众盘只会越来越大，粉丝只会越来越多。只要考古她没有人不会爱她！,https://m.weibo.cn/detail/5286177689044452
生日生贺与小小迪陪伴记忆,post,4785,粉丝点评/记忆表达明确,DI-WARRIOR大院,【视频更新】 《528特别巨献——爱丽丝的一天》 听说@Dear-迪丽热巴 在剧组拍戏的日子里， 她的小娇妻们都已经想她想疯了 亲，这边建议dd88女士尽快发18宫格自拍以作补偿 配音：瓜子 剪辑：池鸢 #今日fun创放送##fanstube##迪丽热巴0603生日快乐##迪丽热巴任安乐# ...全文,https://m.weibo.cn/detail/4774167742776058
爱丽丝与热巴的双向奔赴,post,4778,粉丝点评/记忆表达明确,不灭幽灵,迪丽热巴喀什接机的爱丽丝们集合完毕 不灭幽灵的微博视频,https://m.weibo.cn/detail/4992961175884006
任安乐/帝梓元角色记忆,comment,4766,粉丝点评/记忆表达明确,小迪滴呀,电视剧安乐传 看尽天下风华 仍是当年月下。一夜半白头，不过二十韶华。且看任安乐@Dear-迪丽热巴 如何一展芳华。,https://m.weibo.cn/detail/4771132949135863
演员成长与角色群像评价,post,4733,粉丝点评/记忆表达明确,坡上有瓜,爆灯现在呈这样的状态： 观众有序进场、金主有序入场、剧粉疯狂讨论、 粉丝持续宣传、嘿子上下跳脚、下家均已气晕。 迪丽热巴《白日提灯》真的太好看了！好的作品当然会被看见，好的演技当然会被夸奖。,https://m.weibo.cn/detail/5282264579573492
嘻嘻迪/表情包/可爱梗,comment,4720,粉丝点评/记忆表达明确,反反反反骨仔_好运缠身版,笑死了 雪碧你是真能挖啊 d8记忆力也是真的好 几年了还记得,https://m.weibo.cn/detail/4960761240617504
