up主名字,主要知识领域,总权重,提及次数,回答提及数,评论提及数,正向/推荐,负向/避雷,中性/提及,代表点评,来源URL样例
山下智博,综合知识/泛科普,6332,1,1,0,0,0,1,山下智博：鸡脖去年就不该进了，B站看在他是元老的份上给了他百大。他如果在视频风格上再不寻求改变的话，早晚被更多后浪拍死在沙滩上。 痒局长：局长今年不温不火，落选不意外了。只是没想到四欠只有白鼠留了下来，唉。 温柔junz：温圣人啊，不能光靠某书院吃一辈子饭呐！ 王老菊：董事长今年挺佛系的，不拿百大不意外。但还是蛮遗憾的。,https://www.zhihu.com/question/438840235/answer/1672129735
帕梅拉,综合知识/泛科普,6332,1,1,0,1,0,0,帕梅拉：健身区最有干货的姐了，比周六野是强多了。不过她主站貌似是在油管吧，虽然她值得百大，但B站给她真的好吗？ 瓶子君：就凭今年瓶子开的那两波团，他就值得一个百大。动画区真的没几个人了，唉。 齐天大肾余潇洒：坚守国漫的up主里，就属他粉丝多了。虽然今年表现不是很好，但他是B站国创区最后的遮羞布了。,https://www.zhihu.com/question/438840235/answer/1672129735
年度创新,综合知识/泛科普,6332,1,1,0,1,0,0,8、年度创新up主：黄龄 看来B站打算吸引更多优秀明星入站了。黄龄的成功也表明了，B站用户不是讨厌明星，而是讨厌那种来了发个入住视频就走的混子。 9、年度海外up主：kurt 这个奖不给郭杰瑞我是没想到的。但kurt拿了也没毛病。kurt是少有的比较重视B站的油管主。,https://www.zhihu.com/question/438840235/answer/1672129735
年度弹幕人气,综合知识/泛科普,6332,1,1,0,1,0,0,7、年度弹幕人气：凉风kaze 怎么说呢，感觉这个奖很多人都配得上。凉风拿当然没问题。 8、年度创新up主：黄龄 看来B站打算吸引更多优秀明星入站了。黄龄的成功也表明了，B站用户不是讨厌明星，而是讨厌那种来了发个入住视频就走的混子。,https://www.zhihu.com/question/438840235/answer/1672129735
年度最佳音乐,综合知识/泛科普,6332,1,1,0,1,0,0,11、年度最佳音乐：《囍》 没听过就不评价了。 12、最佳新人： ic实验室：本来以为他今年能进百大的，可惜知识区厉害的人太多，ic拿个新人奖也不错。 不是的的是nono（原谅我手机打不出日语）：邢将军实至名归，一个能把王者视频玩出花的up主，声音还好听，还会整活。就是游戏技术不咋地。,https://www.zhihu.com/question/438840235/answer/1672129735
年度海外,综合知识/泛科普,6332,1,1,0,0,0,1,9、年度海外up主：kurt 这个奖不给郭杰瑞我是没想到的。但kurt拿了也没毛病。kurt是少有的比较重视B站的油管主。 10、年度虚拟up主：绯赤艾莉欧 怎么说呢，本来觉得hanser和泠鸢二选一，结果半路杀出个团长。作为B站舰长数量最多的主播，团长在这一年的影响力，配得上这个奖。,https://www.zhihu.com/question/438840235/answer/1672129735
年度虚拟,综合知识/泛科普,6332,1,1,0,0,0,1,10、年度虚拟up主：绯赤艾莉欧 怎么说呢，本来觉得hanser和泠鸢二选一，结果半路杀出个团长。作为B站舰长数量最多的主播，团长在这一年的影响力，配得上这个奖。 11、年度最佳音乐：《囍》 没听过就不评价了。 12、最佳新人：,https://www.zhihu.com/question/438840235/answer/1672129735
徐大虾咯,综合知识/泛科普,6332,1,1,0,0,1,0,徐大虾咯：不想说什么了，视频质量不好更得还慢，但就是有人爱看，没办法。但我认为徐大虾至少在人品方面还可以，百大给了就给了吧。 一只小仙若：可以说是跳舞跳的最烂的舞蹈区up主，但她现在慢慢转型去其他区了，做生活区视频做的还不错。 伊丽莎白鼠：我记得白鼠自己说过拒绝了百大啊，B站为什么还是给了。。。 音乐制作人kurt：和帕梅拉一个情况，人家主站不是B站啊，B站给自家孩子不比给他们香吗？难道给几个油管大佬百大，就能标志着自己走向国际化了吗…,https://www.zhihu.com/question/438840235/answer/1672129735
我是怪异君,综合知识/泛科普,6332,1,1,0,0,1,0,我是怪异君：这怎么说呢，中规中矩。但今年B站新人群魔乱舞，怪异君没有碾压过他们大多数人的表现，只能落选。 吃货请闭眼：老白今年数据不佳，而且视频质量比起去年有所下滑。 马壮实：跟老白一个情况，不同的是马壮实视频质量一直挺高，但风格太过单一，看的人太少。B站还是要流量的啊！ 放假君：曾经的鬼畜之王去年划水了一年，视频有三分之一都是恰饭的。这种表现确实难进百大。,https://www.zhihu.com/question/438840235/answer/1672129735
拉宏桑,综合知识/泛科普,6332,1,1,0,1,0,0,拉宏桑：今年视频没什么进步，掉粉榜上了好几次，也没整出什么新活，百大没进也不意外。 杰里德：江郎才尽了，视频来来回回都是那几个套路，不进不意外。 三无marblue：音乐区衰落的大前提下，三无哥哥被挤出百大很正常，今年她也没怎么涨粉，还是把名额给新人最好。 我是怪异君：这怎么说呢，中规中矩。但今年B站新人群魔乱舞，怪异君没有碾压过他们大多数人的表现，只能落选。,https://www.zhihu.com/question/438840235/answer/1672129735
拜托了小翔哥,综合知识/泛科普,6332,1,1,0,0,0,1,拜托了小翔哥：争议up主之一，19年消费抑郁症事件历历在目。不过抑郁症事件的热度差不多过了，小翔哥换号后视频质量明显提升，百大拿下来没问题。 宝剑嫂：美妆区目前的一姐了，就是恰饭有点多，主要是整活，流量大。百大还是可以的。 毕导thu：毕导今年迎来了大爆发的一年，作为知识区的颜值担当和智力担当，毕导百大当之无愧。 不正经老丝：今年的B站新区------知识区的代表up主之一，辟谣系列质量很高，20年的涨粉数量也足够百大了。,https://www.zhihu.com/question/438840235/answer/1672129735
推背兔,综合知识/泛科普,6332,1,1,0,1,0,0,推背兔：实力上，推背兔当得起百大，特别是今年做出了《最强法海》这种引领潮流的作品。可这粉丝数...B站您是开玩笑的吗？这粉丝数放去年都进不了百大啊！ 丸子叨叨叨：劳模型up主，一个能把恐怖作品说得让人捧腹大笑的宝藏。值得一个百大。 文不叮：美妆区新起之秀，视频却不止包括美妆。总结起来，就是一个能让你变得更美的up主。 文西与阿漆：又是一个快乐源泉，不过我看的不多，说不出什么评价来。,https://www.zhihu.com/question/438840235/answer/1672129735
放假君,综合知识/泛科普,6332,1,1,0,0,1,0,放假君：曾经的鬼畜之王去年划水了一年，视频有三分之一都是恰饭的。这种表现确实难进百大。 逗川：跟嘟督情况差不多，而且逗川粉丝更少，视频播放量更低，落选不意外。 极客湾：怎么说呢，个人感觉他是数码区up主里专业性最强的。可惜粉丝量和播放量跟不上，流量不符合要求，只能落选。,https://www.zhihu.com/question/438840235/answer/1672129735
敬汉卿,综合知识/泛科普,6332,1,1,0,0,0,1,敬汉卿：敬汉卿年底都成掉粉榜常客了，靠着粉丝数量继续连任百大，我估计明年就没他了。 卡特亚：在B站力捧原神等游戏的今天，卡特亚作为二次元手游的代表人物，理应占得百大一席之地。虽然我觉得大部分玩家都挺讨厌他，很不满他入选百大。但他毕竟是影响力最大的。B站要恰饭的嘛 靠脸吃饭的徐大王：B站lol区第一人，非常适合想了解lol背景和玩lol的人关注。虽然去年没怎么涨粉，但厄加特还是名副其实的百大。,https://www.zhihu.com/question/438840235/answer/1672129735
文不叮,综合知识/泛科普,6332,1,1,0,0,0,1,文不叮：美妆区新起之秀，视频却不止包括美妆。总结起来，就是一个能让你变得更美的up主。 文西与阿漆：又是一个快乐源泉，不过我看的不多，说不出什么评价来。 我是郭杰瑞：怎么说呢，郭杰瑞真的很厉害，他懂得中国网友的心理，知道中国网友最想看最需要看什么。这样敏锐的嗅觉，可以让他做任何视频都立于不败之地。百大当之无愧。,https://www.zhihu.com/question/438840235/answer/1672129735
文西与阿漆,综合知识/泛科普,6332,1,1,0,0,0,1,文西与阿漆：又是一个快乐源泉，不过我看的不多，说不出什么评价来。 我是郭杰瑞：怎么说呢，郭杰瑞真的很厉害，他懂得中国网友的心理，知道中国网友最想看最需要看什么。这样敏锐的嗅觉，可以让他做任何视频都立于不败之地。百大当之无愧。 逍遥散人：台柱子之一，不解释。,https://www.zhihu.com/question/438840235/answer/1672129735
是大腿,综合知识/泛科普,6332,1,1,0,0,1,0,是大腿：虽然粉丝多，但是今年沒掀起什么水花来。游戏区后起之秀太多，他们被挤下去也很正常。 花花与三猫：大概是因为那一阵风波，他们停更了很长时间的缘故。挺可惜的。 嘟督不噶油：今年数据欠佳，但纯黑少爷数据也不太好，粉丝也不比嘟督多多少，还是进了百大。嘟督也有点可惜 山下智博：鸡脖去年就不该进了，B站看在他是元老的份上给了他百大。他如果在视频风格上再不寻求改变的话，早晚被更多后浪拍死在沙滩上。,https://www.zhihu.com/question/438840235/answer/1672129735
最佳作品奖,综合知识/泛科普,6332,1,1,0,1,0,0,3、最佳作品奖：何同学 这个我没想到，因为这个视频在数据上并不是最好，不过拿了也是实至名归。何同学真的是每个作品都会给人带来惊喜。其实我个人更倾向于把这个奖给《敢杀我的马》。 4、最佳联合投稿奖：影视飓风、特效小哥,https://www.zhihu.com/question/438840235/answer/1672129735
最佳原创栏目,综合知识/泛科普,6332,1,1,0,1,0,0,6、最佳原创栏目：绵羊料理 大姨实至名归，就凭借对视频、美食和观众的这份认真的态度，她就值得一切奖励。 7、年度弹幕人气：凉风kaze 怎么说呢，感觉这个奖很多人都配得上。凉风拿当然没问题。 8、年度创新up主：黄龄,https://www.zhihu.com/question/438840235/answer/1672129735
最佳新人,综合知识/泛科普,6332,1,1,0,1,0,0,12、最佳新人： ic实验室：本来以为他今年能进百大的，可惜知识区厉害的人太多，ic拿个新人奖也不错。 不是的的是nono（原谅我手机打不出日语）：邢将军实至名归，一个能把王者视频玩出花的up主，声音还好听，还会整活。就是游戏技术不咋地。,https://www.zhihu.com/question/438840235/answer/1672129735
最佳联合投稿奖,综合知识/泛科普,6332,1,1,0,0,0,1,4、最佳联合投稿奖：影视飓风、特效小哥 本来以为自夸小队稳了的，没想到落选了。但论视频质量，自夸小队比像素大战差远了。像素大战实至名归。 5、正能量up主奖：食贫道 饼叔就凭今年疫情深入武汉这个举动，于情于理都是这个奖最合适的人选。,https://www.zhihu.com/question/438840235/answer/1672129735
最高人气奖,综合知识/泛科普,6332,1,1,0,0,0,1,1、最高人气奖：罗翔说刑法 罗老师实至名归，不到一年粉丝破一千万，前无古人后难有来者。毫无疑问，2020的B站是属于罗老师和知识区的B站。如果要有争议的话，就是罗老师的视频数据一般，比不上老番茄。但罗老师的二创和鬼畜可是占了B站的半壁江山，最高人气当之无愧。,https://www.zhihu.com/question/438840235/answer/1672129735
