sampleId,sourcePlatform,keyword,title,audience,scenario,categories,motives,likedCount,collectedCount,commentCount,sharedCount,engagementScore,hasDetail,descExcerpt,commentNeedSignals,suspectedCommercial,capturedAt
xhs_07432b2b01,小红书,毕业礼物 学生,小学生礼物推荐！ 200元内实用又可爱！,边缘低龄/教师奖励,毕业/升学,定制纪念,实用刚需|颜值/可爱|定制纪念,665,398,17,111,1382,no,,,yes,2026-06-12
xhs_adce25a818,小红书,毕业礼物 学生,作为导师，可以给本科毕业生送什么毕业礼物,泛学生/同学,毕业/升学,定制纪念,定制纪念,25,7,21,4,82,no,,,unknown,2026-06-12
xhs_1cd9d87799,小红书,毕业礼物 学生,救命‼️幼儿园毕业礼物直接把我看哭了😭,边缘低龄/教师奖励,毕业/升学,定制纪念,定制纪念,264,165,11,100,650,no,,,unknown,2026-06-12
xhs_a482e39f4a,小红书,毕业礼物 学生,毕业季收到最牛的礼物！,泛学生/同学,毕业/升学,定制纪念,定制纪念,24,11,5,7,58,no,,,unknown,2026-06-12
xhs_79d89b23f7,小红书,班级奖励 小礼物,我也太会买班级奖励啦！,边缘低龄/教师奖励,班级奖励/集体分发,文具手账|IP潮玩/玩具|服饰鞋包,实用刚需|颜值/可爱,2852,2202,26,535,6568,yes,结合班级优化大师上的积分在每周班会课进行兑换，学生都很喜欢🎁 🔗大家自行甄别哈 #小学英语教师[话题]# #小学生礼物[话题]# #学生奖励[话题]# #小学班主任[话题]# #扭蛋机[话题]# #办公桌上有什么[话题]# #老师鼓励学生[话题]# #可爱小物件[话题]#,我有八个班级，自掏腰包，一学期换三次，要破产了 | 都是什么价格啊？ | 便利贴有链接吗 | 世界名校的积木不错，,yes,2026-06-12
xhs_8c1c3c253d,小红书,班级奖励 小礼物,盘点小学生喜爱的年度小奖品，便宜又可爱☺️,边缘低龄/教师奖励,班级奖励/集体分发,文具手账|饰品配件|IP潮玩/玩具|食品零食|服饰鞋包,平价性价比|颜值/可爱|社交体面,5199,3445,92,846,11130,yes,散学典礼又要准备发一波小奖品啦，趁着这次机会盘点一下这一学年学生兑换率很高的奖品吧[飞吻R] 这些奖品绝大部分由班级经费购买，并且保证每个孩子都有机会兑换哦[害羞R] 1️⃣恐龙蛋！ 必须站c位！显眼包小奖品！花里胡哨但学生就是很爱[笑哭R]每次换完立刻去厕所用水泡“孵化”，然后开始炫耀自己获得了xxx龙…… 2️⃣牛奶盒橡皮擦 首先盒子很可爱很吸引人，其次橡皮擦让人有种想一直切开的欲望，跟黄油饼干似的…… （这个奖品我是不允许他们在课,六年级不知道准备啥，吃的用的都不感兴趣，麻了 | 我之前是小学生，我必须说话，我小时候不会很喜欢这种，就是可能我本来就获得成绩就简单地获得成绩的喜悦哈，但是这种奖励就有点土，然后不如送正版文具啥的 | 恐龙蛋，看着不错啊 | 那个牛奶盒橡皮我买过，很受学生欢迎[doge],yes,2026-06-12
xhs_e5ae010ddc,小红书,班级奖励 小礼物,全班都抢着要的高颜值奖品，低成本搞定！,边缘低龄/教师奖励,同学/朋友日常,文具手账|饰品配件|IP潮玩/玩具|服饰鞋包,平价性价比|实用刚需|仪式感/情绪价值|颜值/可爱,934,618,1,175,2001,yes,班级奖品天花板来了！ 平价｜实用｜高颜值｜学生超爱 课堂小奖励、期末表彰都适配 几块钱就能拥有的快乐 孩子学习动力直接拉满💯 老师/班委闭眼抄作业！ ✅街景积木：男孩女孩都能玩，不挑人，当集体奖品、进步奖、优秀奖都合适。 ✅搞怪笔筒：可爱、沙雕、搞怪造型，学生看到就想要，比普通文具吸睛太多。 ✅变色烤鸭：遇阳光/紫外线就变“烤鸭色”，室内变回小白鸭，学生觉得超神奇。 ✅包子捏捏乐：白白胖胖超萌，软乎乎超回弹，捏下去像真包子，学习累了捏一,@C桶,yes,2026-06-12
xhs_95964fe9e7,小红书,班级奖励 小礼物,积分兑换 | 春夏学生超喜欢的礼物清单🎁,泛学生/同学,开学/返校,其他礼物/综合,实用刚需,100,76,3,19,232,no,,,unknown,2026-06-12
xhs_2e449e451e,小红书,班级奖励 小礼物,美国小学｜奖励制度是怎么样的呢？,边缘低龄/教师奖励,开学/返校,文具手账|IP潮玩/玩具|食品零食|服饰鞋包,仪式感/情绪价值,1198,1434,17,146,3315,yes,美国小学和中国小学最不同的一点就是课堂管理体系。相比起中国孩子的听话，美国孩子更加自我一些。也正因为如此，美国的小学几乎每一间教室都有一套自己的学生行为管理系统。课堂系统能聊的其实很多，但今天就重点分享一下——我班级的奖励体系！✨ 👤个人奖励 1⃣ 行为颜色尺 + 宝箱： 我们学校要求低年级老师使用标记了不同颜色的一根码尺和学生姓名夹来追踪行为。 ⚪️ 表现好，往上走一步 ⚪️ 经过两次提醒后还是没做到，往下走一步 每天放学前，最终颜色,德州今年的新规定，不让老师给学生发没营养的零食了[笑哭R]从此告别零食奖励 | 想了解行为颜色尺，谢谢 | 有没有什么中文filler可以分享呀 | 颜色尺想了解下,yes,2026-06-12
xhs_f4679249a3,小红书,班级奖励 小礼物,均价不超10元！这些盲盒让课堂效率翻倍,泛学生/同学,班级奖励/集体分发,IP潮玩/玩具,实用刚需,203,206,9,35,540,no,,,unknown,2026-06-12
xhs_64f4ad08e5,小红书,班级奖励 小礼物,小学生最爱的奖品《第三弹》来了！,边缘低龄/教师奖励,班级奖励/集体分发,IP潮玩/玩具,实用刚需,6183,4429,231,1538,14709,yes,🍭🍭我的学生我来宠！！！ 上两篇展示的小奖品没想到这么多小伙伴喜欢😍。纷纷找我要连接。 ❤❤这一期也是我经过实践验证，学生都喜欢的，而且还非常实用，不仅实用，关键还很益智。这期的奖品是涵盖了实用性，益智性，和提高动手能力，观察能力等。 [彩虹R][彩虹R]当然，物质奖励只是辅助手段，精神鼓励才是王者版本。 🎊🎊不建议老师买过于贵重的奖品，因为这样会让他们觉得学习只是为了拿奖品，就会本末倒置。买点有趣实用实惠的小奖品可以激励一下他们学习的,能分享一下链接吗？谢谢 | 求链接 | 求分享链接 | 你好，可以分享链接吗？,yes,2026-06-12
xhs_35a57cae1e,小红书,班级奖励 小礼物,教师好物｜奖励小学生的小礼物【第三弹】🔥,边缘低龄/教师奖励,班级奖励/集体分发,其他礼物/综合,实用刚需|颜值/可爱,798,540,9,46,1587,yes,嗨！又来给大家分享适合奖励小学生的小礼物啦～ 这些都是我们班目前正在用的，学生超爱的一些物质类小奖品，不仅可爱，而且还很实用～ #小学生奖品[话题]##送给孩子的礼物[话题]# #教师好物[话题]# #奖励孩子[话题]# #小学生礼物[话题]# #学生奖品推荐[话题]# #积分兑换礼品[话题]# #适合小学生[话题]# #老师鼓励学生[话题]##浪漫生活的记录者[话题]#,哇塞哇塞 可以可以 | 你们班的学生太幸福了吧[派对R][派对R]记得来找我玩呀 | 每一件都好可爱，你们班孩子太幸福啦[赞R] | 姐妹你好 可以求p6小扇子链接吗,yes,2026-06-12
xhs_e21f35ef51,小红书,班级奖励 小礼物,教师好物｜奖励小学生的小礼物【第二弹】,边缘低龄/教师奖励,班级奖励/集体分发,IP潮玩/玩具,实用刚需,1627,1087,32,307,3564,yes,咱们班孩子又幸福啦[赞R] 奖品又添库存啦～ #浪漫生活的记录者[话题]# #小学生奖品[话题]# #送给孩子的礼物[话题]# #教师好物[话题]# #奖励孩子[话题]# #小学生礼物[话题]# #学生奖品推荐[话题]# #积分兑换礼品[话题]# #适合小学生[话题]# #老师鼓励学生[话题]#,哪家店铺呀分享一下 | 我女儿每次来我托管都要扫荡我的礼物柜[笑哭R] | 想要链接 | 几年级孩子,yes,2026-06-12
xhs_49e2565ea2,小红书,班级奖励 小礼物,🇲🇾 身为老师的疑问,泛学生/同学,班级奖励/集体分发,其他礼物/综合,未显式,33,9,26,2,99,no,,,unknown,2026-06-12
xhs_daa0a46be1,小红书,班级奖励 小礼物,发现一个宝藏幼儿园送礼～,边缘低龄/教师奖励,同学/朋友日常,文具手账|饰品配件|IP潮玩/玩具|服饰鞋包,颜值/可爱,5618,4025,63,918,12353,yes,预算10元内，宝宝生日伴手礼，动物华容道4元💰蜡笔🖍️➕本子=2元💰，贴纸1元💰包装📦1.24元 后面还加了泡泡水，鼓鼓的 #幼儿园生日伴手礼[话题]# #生日伴手礼[话题]#,新手妈妈提问🙋🏻‍♀️为什么幼儿园的时候要送出这么多伴手礼啊？！ | 这个袋子有链接吗？ | 捏捏 小奖品解压捏捏挂件小礼物 | 有链接嘛，急用,yes,2026-06-12
xhs_1171bec3ab,小红书,班级奖励 小礼物,教师好物｜奖励小学生的小礼物【第一弹】🔥,边缘低龄/教师奖励,班级奖励/集体分发,IP潮玩/玩具|服饰鞋包,未显式,5108,3247,113,718,10632,yes,大家好！我是tudour哇～ 今天给大家分享的是咱们班在用的一些，学生超爱的物质类小奖品。#浪漫生活的记录者[话题]# #小学生奖品[话题]# #送给孩子的礼物[话题]# #教师好物[话题]# #奖励孩子[话题]# #小学生礼物[话题]# #学生奖品推荐[话题]# #积分兑换礼品[话题]# #适合小学生[话题]##老师鼓励学生[话题]#,学生还蛮喜欢这个的 | 老师真的费心了[笑哭R] | 请问你是自费腰包买的吗[哭惹R][笑哭R] | 姐妹盲盒的链接可以给我发一下吗，搜不到这个店铺耶[大笑R],yes,2026-06-12
xhs_4f92771ae0,小红书,班级奖励 小礼物,🏆02教师|期末奖励好像在宴请小时候的自 己,泛学生/同学,班级奖励/集体分发,其他礼物/综合,未显式,59,42,3,13,138,no,,,unknown,2026-06-12
xhs_c8ab5f672f,小红书,班级奖励 小礼物,小学低年级奖励物品 让学生对你死心塌地,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,未显式,1467,1342,19,77,3364,yes,别的不敢说 挑礼物绝对最走心[斜眼R] #给孩子不一样的奖励[话题]# #低年级奖励物品[话题]# #小学生礼物[话题]# #送小朋友的礼物[话题]# 第一篇帖子~如果喜欢可以点赞留言[飞吻R][飞吻R] 还有很多很多有意思的礼物 反响可以的话接着出第二弹[萌萌哒R],第三弹王炸版来喽 来看来看[玫瑰R] | 第二弹来啦 后续还会有很多期礼物分享 礼物兑换细则以及班级管理干货 需要的话点下关注不迷路哦[派对R] | 求小瓶子店铺名[害羞R] | 求链接,yes,2026-06-12
xhs_6153ab4463,小红书,班级奖励 小礼物,粤A教师｜低年级学生奖励 低至1️⃣毛钱,边缘低龄/教师奖励,班级奖励/集体分发,其他礼物/综合,未显式,176,124,7,40,411,no,,,unknown,2026-06-12
xhs_ed4106ec33,小红书,班级奖励 小礼物,班级奖励｜小朋友超爱的平价创意小礼物～,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,平价性价比,594,385,14,173,1381,no,,,unknown,2026-06-12
xhs_687800f804,小红书,同学礼物,幼儿园生日伴手礼❤️乐高,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,未显式,70,50,18,54,252,no,,,unknown,2026-06-12
xhs_3adb066ecb,小红书,同学礼物,孩子的社交，从一份礼物开始,泛学生/同学,同学/朋友日常,其他礼物/综合,未显式,55,23,26,6,145,no,,,unknown,2026-06-12
xhs_c9f4052896,小红书,同学礼物,10岁小朋友生日礼物合集🦄必须送到心坎上,边缘低龄/教师奖励,同学/朋友日常,IP潮玩/玩具|食品零食|服饰鞋包,仪式感/情绪价值,8475,4500,108,1522,16824,yes,外甥女10岁啦！准备了10个礼物～（实际超了[偷笑R]） 平时家里娃娃玩偶太多了，这次娃娃类的都没有准备 10岁生日我们也准备了大红包🧧不过小孩子肯定还是喜欢实际的礼物哒！ 把10个礼物都包起来，装进大号的礼物盒🎁礼物盒也是特地挑的外甥女喜欢的粉粉三丽欧，一整个体验拆礼物的快感，情绪价值拉满[派对R] #小女孩生日礼物[话题]# #生日礼物推荐[话题]# #给孩子的仪式感[话题]# #小学生礼物[话题]##10岁生日[话题]#,这个可以给个店铺吗 | 求问同款尺寸[哭惹R][哭惹R] | 都觉得不错，有没有链接 | 巧克力是哪家呀,yes,2026-06-12
xhs_aa27de90fd,小红书,同学礼物,100左右❗送5-18岁男孩的生日礼物合集🎁,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,未显式,137,48,3,18,232,no,,,yes,2026-06-12
xhs_e5e3e67d84,小红书,同学礼物,幼儿园生日伴手礼（山姆&天猫超市版）,边缘低龄/教师奖励,同学/朋友日常,IP潮玩/玩具|食品零食|服饰鞋包,未显式,510,594,34,177,1615,yes,费用明细： - [x] 袋子 23 - [x] 按扣 17 - [x] 吊坠32 - [x] 蛋仔卡片18.5 - [x] 积木玩具46 - [x] 山姆山楂棒53.1 - [x] 山姆动物饼干53.3/百醇饼干棒 - [x] 山姆奶片22.5 - [x] 开市客四季宝饼干 50/旺旺燕麦饼干 - [x] 乳酸菌饮料14/伊犁QQ星 20 - [x] 面包13/香葱薄饼 牛奶饼 10 共36份 合计372.4 人均10.3 #幼儿园生日,不允许的 | 按扣自己装的？ | 求积木链接 | 我们这边一律禁止！！！！,yes,2026-06-12
xhs_7c2158332c,小红书,同学礼物,🎁小礼物合集｜一些平价可爱的小东西们,泛学生/同学,同学/朋友日常,其他礼物/综合,平价性价比|颜值/可爱,473,319,30,13,966,no,,,yes,2026-06-12
xhs_8635adebfb,小红书,同学礼物,男孩送礼就选它！智能又暖心,边缘低龄/教师奖励,开学/返校,文具手账|IP潮玩/玩具,实用刚需|颜值/可爱,768,386,30,81,1450,yes,生活在十八线城市真的太难了 给孩子体验的项目太少 玩乐的地方更少😮‍💨 在家看电视📺出门又吵着要玩手机，不给就闹脾气 给了不仅伤👁️ 而且还容易上瘾 直到刷到这个汤姆猫随身AI，才发现带娃能这么省心！给哥哥买了一个 不仅能陪玩聊天 还可以英语口语跟练 里面有“魔力英语”和“魔力翻译官”的功能 给孩子训练口语能力简直是太好了 安排上之后，我们大宝真的不会偷偷看电视了 现在出门遛弯走哪儿挂哪儿，恨不得去学校也带着 已经成为了它形影不离的小伙,好想要呀 | 这个可以和爸妈联系吗？能爸妈说话吗 | 我家小典是个小话唠，真的需要一个汤姆猫ai来替我分担 哈哈 | 这个很好用，十万个为什么升级版,yes,2026-06-12
xhs_3041308823,小红书,同学礼物,分享一些适合送给朋友的生日礼物78.0🎁,泛学生/同学,同学/朋友日常,其他礼物/综合,平价性价比|仪式感/情绪价值|颜值/可爱,927,344,4,38,1439,yes,#平价生日礼物[话题]# #女生生日礼物[话题]# #可爱好物[话题]# #小众礼物[话题]# #高颜值礼物[话题]# #提升幸福感的小物[话题]# #创意礼物[话题]# #闺蜜礼物[话题]# #礼物送女生[话题]# #家中好物真心话小会[话题]#,我也在给闺闺找礼物，姐妹们有推荐的可以发我评论区吗[害羞R][害羞R] | 谁懂啊，把自己的经历写成歌，做成相框扫码就能听，每一句都很戳.心 5[飞吻R] | 我给我孩子买了这个手表，他真的很喜欢,yes,2026-06-12
xhs_292b3f897c,小红书,同学礼物,最近收到的最打动我的礼物。,大学生,同学/朋友日常,文具手账|食品零食,仪式感/情绪价值|颜值/可爱,23841,9962,136,809,38276,yes,最近收到的最打动我的礼物，是我的一位女性朋友从英国为我带回来的伴手礼——一本小本子。 它来头不小，由英国出版社Flame Tree出版，封面灵感来源于牛津大学Bodleian图书馆的某个书架。根据封底的描述，这个书架上陈列着的是19世纪末至20世纪初儿童书籍，而它们的共同点在于它们都以女孩作为故事的主角。 - 𝘓𝘪𝘵𝘵𝘭𝘦 𝘔𝘪𝘴𝘴 𝘚𝘶𝘯𝘴𝘩𝘪𝘯𝘦 𝘈 𝘎𝘪𝘳𝘭 𝘰𝘧 𝘏𝘪𝘨𝘩 𝘈𝘥𝘷𝘦𝘯𝘵𝘶𝘳𝘦 𝘛𝘩𝘦 𝘏𝘦𝘳𝘰𝘪𝘯𝘦 𝘰𝘧 𝘵𝘩𝘦,哇！没点开的时候以为是巧克力！这个装帧设计真的很棒 | 我靠我也有！我当时逛街遇到了没有买回家后又后悔专门坐车回去买[哭惹R]买回来就搁置了，直到今天我搜生日礼物推荐看到这个帖子才注意到本子上是什么内容 | @请叫我速算高手 我想要这个[皱眉R] | 这样子的嘛？,yes,2026-06-12
xhs_07432b2b01,小红书,同学礼物,小学生礼物推荐！ 200元内实用又可爱！,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,实用刚需|颜值/可爱,665,398,17,111,1382,no,,,yes,2026-06-12
xhs_a5a6ec37ad,小红书,同学礼物,🤲🏻Share｜一些让朋友平日能想起你的小礼物,泛学生/同学,同学/朋友日常,其他礼物/综合,未显式,562,366,9,19,1083,no,,,unknown,2026-06-12
xhs_1e707f73aa,小红书,同学礼物,礼物推荐 | 又是一些超适合送给男生的东西,泛学生/同学,情侣/暧昧送礼,3C数码/配件|服饰鞋包,实用刚需,1597,1293,11,182,3572,yes,之前分享了一些适合用来当礼物的数码设备 没想到收到了那么多人的喜欢和收藏 那这次就再分享一些适合送给男生的东西吧 - 我觉得男生大部分都会对数码科技感兴趣 所以不知道送什么的时候可以往这方面想想 比如机甲风格，或是一些带金属质感的 还可以送一些平时生活中经常会用到的东西 比如刮胡刀，电动牙刷或者鞋子之类的 我想有很多男生应该也都会对鞋子感兴趣 不过我觉得关键还是既要有新意又得实用 毕竟送出去的东西还是希望对方都能用得到 这次分享的我觉得,呜呜要是有100左右的好物就好了[哭惹R] | airpods可以连安卓手机嘛，他是安卓手机 | 想到筹码的这个人是天才 | 第一个充电器可以快充苹果手表吗,yes,2026-06-12
xhs_2cfd00e6b8,小红书,同学礼物,小朋友的快乐很简单！便宜的奖励物品👍,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,平价性价比,76,56,1,15,172,no,,,unknown,2026-06-12
xhs_05396b59da,小红书,同学礼物,孩子六一儿童节最想收到的礼物....,边缘低龄/教师奖励,同学/朋友日常,其他礼物/综合,未显式,246,75,29,12,419,no,,,unknown,2026-06-12
xhs_455873d105,小红书,同学礼物,1000块预算礼物挑选思路（已屏蔽好友）,泛学生/同学,情侣/暧昧送礼,3C数码/配件|个护香氛|服饰鞋包,实用刚需|仪式感/情绪价值|颜值/可爱|社交体面,3910,1797,20,451,6962,yes,一、电子产品类 1.如果对方没有AirPods或者刚好弄丢了，可以送一个AirPods，简单又实用 2.小米音箱也是不错的选择，能提升幸福感 3.宝丽来的拍立得，比较文艺范儿或喜欢拍照的女生会很喜欢 4.喜欢打游戏的其实可以送键盘，但我对键盘没什么研究，懂的可以说说 二、大牌彩妆 1.海蓝之谜润唇膏绝对不会出错 2.香奈儿这个发香喷雾也很可，淡淡的香味 3.没有女生会不喜欢祖玛珑吧？很拿得出手了 4.不建议盲买护肤品、粉底液眼影、口红套,送正常女性朋友，企业高管，小清新一枚，1000元内[doge]，请帮忙推荐。 | 都是这种无聊的东西[哭惹R] | 给个链接 | 这种最有意思了,yes,2026-06-12
